idx,inchi_key,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results,npc_isglycoside,kmedoid_10,kmedoid_20,kmedoid_25,kmedoid_30,kmedoid_35,kmedoid_40,kmedoid_45,kmedoid_50,kmedoid_100
293,IVSUPTAUFOUKSO-WBVHZDCISA-N,CCc1cc(=O)oc2cc(OCC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)ccc12,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
294,AVRYCXOFHOCUBP-UHFFFAOYSA-N,CC1(C)CC(=O)c2c(O)cc(OCC(=O)NCCc3ccc(cc3)S(=O)(=O)N)cc2O1,Organic_compounds,Organoheterocyclic_compounds,Benzopyrans,1-benzopyrans,"2,2-dimethyl-1-benzopyrans",,,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_6,KM_6,KM_18,KM_27,KM_18,KM_6,KM_14
295,OZKNFEFLIVJPPF-UHFFFAOYSA-N,COc1ccc(CNC(=O)COc2cc(O)c3C(=O)CC(C)(C)Oc3c2)c(OC)c1,Organic_compounds,Organoheterocyclic_compounds,Benzopyrans,1-benzopyrans,"2,2-dimethyl-1-benzopyrans",,,Shikimates_and_Phenylpropanoids,0,KM_0,KM_13,KM_0,KM_19,KM_19,KM_30,KM_34,KM_14,KM_30
296,TVYUVMFWUPOERZ-UHFFFAOYSA-N,Cc1cc(OCC(=O)N2CCC(CC2)C(=O)N)c3c4CCCCc4c(=O)oc3c1,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,,,,0,KM_2,KM_7,KM_21,KM_29,KM_34,KM_26,KM_41,KM_29,KM_51
297,MFUPLJQNEXUUDW-UHFFFAOYSA-N,O=C1N(C(=O)c2ccccc12)c3ccccc3,Organic_compounds,Organoheterocyclic_compounds,Isoindoles_and_derivatives,Isoindolines,Phthalimides,,,Shikimates_and_Phenylpropanoids,0,KM_4,KM_0,KM_15,KM_15,KM_8,KM_33,KM_5,KM_7,KM_80
298,CXOIAIBSUNQVID-SFTDATJTSA-N,CC(C)C[C@H](NC(=O)N1CC(=O)Nc2ccccc12)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_8,KM_17,KM_14,KM_8,KM_21,KM_2,KM_28,KM_22,KM_57
299,MECOIUXDHVDHPE-UHFFFAOYSA-N,CCCc1cc(=O)oc2cc(OCC(=O)NCCc3c[nH]c4ccc(OC)cc34)ccc12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_4,KM_5,KM_7,KM_7,KM_31,KM_24,KM_24,KM_24,KM_70
300,BYHZMBFSYXBJLB-VEUZHWNKSA-N,O=C(NC(=S)N1C[C@H]2C[C@H](C1)c3cccc(=O)n3C2)/C=C/c4ccccc4,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_12,KM_22,KM_12,KM_12,KM_35,KM_35,KM_45,KM_69
301,COBBNRKBTCBWQP-UHFFFAOYSA-N,Cn1c(cc(=O)c2ccccc12)c3ccc4OCOc4c3,Organic_compounds,Organoheterocyclic_compounds,Quinolines_and_derivatives,Quinolones_and_derivatives,Hydroquinolones,Quinoline_alkaloids,Anthranilic_acid_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_44
302,JOLAMJWIIUJAJL-ACRUOGEOSA-N,NC(=O)CC[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC[C@H]4C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Oligopeptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_1,KM_9,KM_12,KM_24,KM_26,KM_39,KM_44,KM_44,KM_50
303,SYRLGRSPYCBUON-FKBYEOEOSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC[C@H]4C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Oligopeptides,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_1,KM_9,KM_12,KM_24,KM_26,KM_39,KM_44,KM_44,KM_50
304,SQVRJYDIVLDZDD-MBCWZBCWSA-N,Cc1ccc(cc1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)NCCN7CCOCC7,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Pyridoindoles,Beta_carbolines,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_15,KM_17,KM_16,KM_20,KM_14,KM_8,KM_26,KM_19
305,SQWWOLPKBDNQLV-UHFFFAOYSA-N,CCc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)NCCCn4ccnc4)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_20,KM_10,KM_17,KM_17,KM_20,KM_17,KM_26
306,JWVQLFKXYDKWGT-UHFFFAOYSA-N,Cn1cnc2ncnc2c1O,Organic_compounds,Organoheterocyclic_compounds,Imidazopyrimidines,Purines_and_purine_derivatives,Hypoxanthines,Purine_alkaloids,Pseudoalkaloids,Alkaloids,0,KM_0,KM_19,KM_9,KM_23,KM_23,KM_23,KM_23,KM_30,KM_95
307,SDNXPMNXCUDQGQ-OALUTQOASA-N,CC(C)[C@H](NC(=O)N1CCn2c1nc3ccccc23)C(=O)N[C@H](C(=O)O)c4ccccc4,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,,,Alkaloids;_Amino_acids_and_Peptides,0,KM_4,KM_17,KM_14,KM_15,KM_8,KM_5,KM_32,KM_28,KM_65
308,VOZWTVJISAVWFI-QMTYFTJSSA-N,COc1ccc(CCNC(=O)[C@H](C)N2C(=O)N3CCc4c([nH]c5ccccc45)[C@@]3(C)C2=O)cc1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4
309,KRFNIBVBZRNIBR-WIHAZQSJSA-N,CC(C)C[C@H](NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)C4N1C(=O)c5ccccc45)C(=O)NCC6CCCO6,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_6,KM_18,KM_18,KM_18,KM_1,KM_16,KM_1,KM_8,KM_74
310,FEFXTOZCHYSOSN-SFTDATJTSA-N,CC(C)C[C@H](N)C(=O)N1CCC(CC1)C(=O)N[C@@H](C(C)C)C(=O)NCc2ccc(F)cc2,Organic_compounds,Organic_acids_and_derivatives,Peptidomimetics,Hybrid_peptides,Hybrid_peptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_5,KM_1,KM_1,KM_1,KM_10,KM_13,KM_13,KM_13,KM_13
311,RRJVISVLULBUJE-FQEVSTJZSA-N,Cc1c(OCC(=O)N[C@@H](CSCc2ccccc2)C(=O)O)ccc3c4CCCc4c(=O)oc13,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",N-acyl-L-alpha-amino_acids,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_7,KM_21,KM_29,KM_34,KM_26,KM_41,KM_29,KM_51
312,GGHRVVISWFYZNR-QUCCMNQESA-N,CC(C)[C@H](NC(=O)N1CCn2c1nc3ccccc23)C(=O)N[C@H](Cc4ccccc4)C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_4,KM_17,KM_14,KM_15,KM_8,KM_5,KM_32,KM_28,KM_65
313,PCNDJXKNXGMECE-UHFFFAOYSA-N,c1ccc2nc3ccccc3nc2c1,Organic_compounds,Organoheterocyclic_compounds,Diazanaphthalenes,Benzodiazines,Phenazines_and_derivatives,Phenazine_alkaloids,Anthranilic_acid_alkaloids,Alkaloids,0,KM_0,KM_19,KM_24,KM_5,KM_30,KM_19,KM_38,KM_19,KM_15
314,ZWOWPHCQMUUKMZ-UHFFFAOYSA-N,Cc1c(Cc2ccccc2)c(=O)oc3cc(OCC(=O)N4CCC(CC4)C(=O)N)ccc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_27,KM_27
315,YYGSCYQUDZCDBG-UHFFFAOYSA-N,NC(=O)C1CCN(CC1)C(=O)COc2ccc3c4CCCCc4c(=O)oc3c2,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,,,,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_31,KM_27
316,KCJBAOYPSIGKFG-UHFFFAOYSA-N,Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)Nc4ccc(CCO)cc4)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_12,KM_22,KM_12,KM_12,KM_35,KM_35,KM_45,KM_69
317,KPWCFYPBEYRQHC-UHFFFAOYSA-N,OC(=O)C1(CCN(CC1)C(=O)COc2ccc3ccc(=O)oc3c2)c4ccccc4,Organic_compounds,Organoheterocyclic_compounds,Piperidines,Phenylpiperidines,Phenylpiperidines,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_4,KM_5,KM_7,KM_7,KM_31,KM_9,KM_43,KM_43,KM_43
318,YAROIDGLTJEGGQ-UHFFFAOYSA-N,CCc1cc(=O)oc2cc(OCC(=O)N3CCC(CC3)C(=O)O)ccc12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_31,KM_27
319,RVMFLZWSHDZGGQ-AEFFLSMTSA-N,COc1ccccc1CNC(=O)CCC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_12,KM_22,KM_12,KM_12,KM_35,KM_35,KM_45,KM_69
320,RAMUDXNFZBUNHO-UHFFFAOYSA-N,CCOc1ccc(cn1)C(=O)O,Organic_compounds,Organoheterocyclic_compounds,Pyridines_and_derivatives,Pyridinecarboxylic_acids_and_derivatives,Pyridinecarboxylic_acids,Pyridine_alkaloids,Nicotinic_acid_alkaloids,Alkaloids,0,KM_0,KM_19,KM_24,KM_5,KM_30,KM_19,KM_38,KM_30,KM_95
321,BTQSOPJJNTXHCY-QKKBWIMNSA-N,Cc1cc(=O)oc2cc(OCC(=O)N3CC[C@@]4(O)CCCC[C@H]4C3)c(Cl)cc12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_27,KM_71
322,NMGODFWGUBLTTA-UHFFFAOYSA-N,Nn1c(=O)[nH]c2ccccc2c1=O,Organic_compounds,Organoheterocyclic_compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline_alkaloids,Anthranilic_acid_alkaloids,Alkaloids,0,KM_4,KM_0,KM_15,KM_28,KM_28,KM_33,KM_5,KM_7,KM_52
323,CFQJYANOZLREKD-SVBPBHIXSA-N,Cc1ccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4Cc5ccccc5CN4)c(C)c1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,,,Amino_acids_and_Peptides,0,KM_4,KM_5,KM_7,KM_7,KM_7,KM_12,KM_21,KM_21,KM_88
324,IYRHSWAOHIYAIM-UHFFFAOYSA-N,CC(Oc1ccc2c(c1)c3ccnc4c3n2c(=O)c5ccccc54)C(=O)NCCN6CCOCC6,Organic_compounds,Alkaloids_and_derivatives,Indolonaphthyridine_alkaloids,,Indolonaphthyridine_alkaloids,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_1,KM_18,KM_18,KM_18,KM_1,KM_16,KM_1,KM_8,KM_74
325,NFYZPJOFBUPGEE-OQRWROFFSA-N,COc1ccc(CCNC(=O)[C@H](C)N2C(=O)N3CCc4c([nH]c5ccccc45)[C@@]3(C)C2=O)cc1OC,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4
326,VEZJYLMJOIHBAD-UHFFFAOYSA-N,Cc1c(Cc2ccccc2)c(=O)oc3c(C)c(OCC(=O)N4CCC(CC4)C(=O)O)ccc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_5,KM_18,KM_23,KM_13,KM_13,KM_13,KM_13,KM_32,KM_24
327,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,Carboxylic_acid_derivatives,Acetohydroxamic_acids,N-acyl_amines,Fatty_amides,Fatty_acids,0,KM_9,KM_18,KM_23,KM_13,KM_13,KM_0,KM_25,KM_49,KM_56
328,FHQGYNWVEJPAPK-UHFFFAOYSA-N,CCC1(O)C(=O)OCc2c1cc3-c4nc5ccc(O)cc5cc4Cn3c2=O.CC(=O)O,Organic_compounds,Alkaloids_and_derivatives,Camptothecins,,Camptothecins,Pyrroloquinoline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_15,KM_8,KM_9,KM_22,KM_22,KM_22,KM_39,KM_93
329,YXTROGRGRSPWKL-UHFFFAOYSA-N,O=C(N1CCCCC1)c2ccccc2,Organic_compounds,Benzenoids,Benzene_and_substituted_derivatives,Benzoyl_derivatives,1-benzoylpiperidines,Piperidine_alkaloids,Lysine_alkaloids,Alkaloids,0,KM_5,KM_3,KM_3,KM_3,KM_3,KM_3,KM_3,KM_3,KM_75
330,TYGRXAJQXDHCSJ-OYKVQYDMSA-N,O=C(CCC(=O)N1C[C@@H]2CC(C1)c3cccc(=O)n3C2)NCCc4ccccc4,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_12,KM_22,KM_12,KM_12,KM_35,KM_35,KM_45,KM_69
331,FEAMDIVMHZYOEM-PMACEKPBSA-N,CC(C)[C@H](NC(=O)C1CCN(CC1)C(=O)[C@@H]2CCCN2)C(=O)NCc3ccc(F)cc3,Organic_compounds,Organic_acids_and_derivatives,Peptidomimetics,Hybrid_peptides,Hybrid_peptides,Tripeptides,Small_peptides,Alkaloids;_Amino_acids_and_Peptides,0,KM_5,KM_1,KM_1,KM_1,KM_10,KM_13,KM_13,KM_13,KM_13
332,HOYXPMHLHJOGHD-LIKPIUCQSA-N,CN1CC[C@@]2(C1Nc3ccccc32)[C@]45CCN(C)C5Nc6ccccc64,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Pyrroloindoles,Pyrroloindoles,Pyrroloindole_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_4,KM_5,KM_7,KM_7,KM_7,KM_24,KM_21,KM_21,KM_81
333,QFWCMDWDFUWPFL-UHFFFAOYSA-N,Cc1oc2cc3oc(=O)c(CCC(=O)NC4CC4)c(C)c3cc2c1C,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Furocoumarins;_Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_16,KM_5,KM_26,KM_5,KM_36,KM_36,KM_36,KM_36
334,QVCMHGGNRFRMAD-UHFFFAOYSA-N,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,Organic_compounds,Organoheterocyclic_compounds,Pyrrolizines,,Pyrrolizines,Pyrrolizidine_alkaloids,Ornithine_alkaloids,Alkaloids,0,KM_5,KM_1,KM_23,KM_13,KM_13,KM_13,KM_13,KM_30,KM_95
335,DMSRUJBXNPIECM-BVOOQYFDSA-N,Fc1ccc(cc1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)NCCN7CCOCC7,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Pyridoindoles,Beta_carbolines,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_15,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_22
336,XYKMEDUGXHOUKH-UHFFFAOYSA-N,OC(=O)C1CCC(CNC(=O)COc2ccc3cc(c4ccccc4)c(=O)oc3c2)CC1,Organic_compounds,Phenylpropanoids_and_polyketides,Isoflavonoids,Isoflav-3-enes,Isoflav-3-enones,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_6,KM_6,KM_18,KM_27,KM_42,KM_33,KM_3
337,MDKAWFIEKHSDSV-UHFFFAOYSA-N,CC(Oc1ccc2c(c1)oc(=O)c3ccccc32)C(=O)NC(Cc4c[nH]c5ccc(O)cc45)C(=O)O,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Tryptamines_and_derivatives,N-acylserotonins,,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_9,KM_12,KM_17,KM_16,KM_31,KM_24,KM_24,KM_26,KM_31
338,OGDPGNFFCJNYMO-YQVWRLOYSA-N,C[C@H](NC(=O)CCC(=O)N1C[C@H]2C[C@H](C1)c3cccc(=O)n3C2)c4ccccc4,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_12,KM_22,KM_12,KM_12,KM_35,KM_35,KM_45,KM_69
339,KBEVVDQAUSFLFC-QUCCMNQESA-N,COc1ccc(cc1)c2cc(=O)oc3cc(OCC(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5)ccc23,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
340,ZDYHKOFGYRLNSW-VRAFCGOGSA-N,COc1ccc(cc1)c2cc(=O)oc3c(C)c(OC(C)C(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5)ccc23,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,Pyridine_alkaloids,Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
341,SLSIBLKBHNKZTB-UHFFFAOYSA-N,COc1ccc2c(OC)c3ccoc3nc2c1OC,Organic_compounds,Organoheterocyclic_compounds,Quinolines_and_derivatives,Furanoquinolines,Furanoquinolines,Quinoline_alkaloids,Tryptophan_alkaloids;_Anthranilic_acid_alkaloids,Alkaloids,0,KM_6,KM_18,KM_13,KM_20,KM_25,KM_20,KM_7,KM_20,KM_66
342,KAINOMYKTSSAJL-NSOVKSMOSA-N,CC(C)c1ccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4Cc5ccccc5CN4)cc1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,,,Amino_acids_and_Peptides,0,KM_4,KM_5,KM_7,KM_7,KM_7,KM_12,KM_21,KM_21,KM_88
343,IQAMTZLKUHMPPE-UHFFFAOYSA-N,Oc1ccc(cc1)c2cc(=O)c3c(O)cc(O)c(c4c(oc5cc(O)cc(O)c5c4=O)c6ccc(O)cc6)c3o2,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,Biflavonoids_and_polyflavonoids,Biflavonoids_and_polyflavonoids,Flavones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_9,KM_15,KM_8,KM_9,KM_16,KM_22,KM_22,KM_39,KM_6
344,POMGXFJJUDSWMP-UHFFFAOYSA-N,Cc1c(CCC(=O)NCCCn2ccnc2)c(=O)oc3cc4oc5CCCCc5c4cc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_9,KM_15,KM_4,KM_4,KM_22,KM_1,KM_26,KM_2,KM_39
345,YKJYKKNCCRKFSL-UHFFFAOYSA-N,COc1ccc(CC2NCC(O)C2OC(=O)C)cc1,Organic_compounds,Benzenoids,Phenol_ethers,Anisoles,Anisoles,Pyrrolidine_alkaloids,Ornithine_alkaloids,Alkaloids,0,KM_8,KM_17,KM_14,KM_22,KM_21,KM_2,KM_28,KM_22,KM_64
346,SRPSJMLVXZRXTM-UHFFFAOYSA-N,O=C(OCC1OC(C(OC(=O)c2ccccc2)C1OC(=O)c3ccccc3)n4ncc(=O)[nH]c4=O)c5ccccc5,Organic_compounds,Organic_oxygen_compounds,Organooxygen_compounds,Carbohydrates_and_carbohydrate_conjugates,Glycosylamines,,,,0,KM_5,KM_3,KM_3,KM_3,KM_3,KM_3,KM_3,KM_3,KM_75
347,AUXASDNAGLTQIL-SFHVURJKSA-N,Cc1c(CCC(=O)N2CCC[C@H]2C(=O)O)c(=O)oc3cc4oc5CCCCc5c4cc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_0,KM_19,KM_9,KM_19,KM_0,KM_19,KM_19,KM_19,KM_85
348,QAUFEYITPFCZGA-BVOOQYFDSA-N,O=C(NCCN1CCOCC1)c2ccccc2N3C(=O)[C@@H]4Cc5c([nH]c6ccccc56)C(N4C3=O)c7ccccc7,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Pyridoindoles,Beta_carbolines,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_15,KM_17,KM_16,KM_20,KM_14,KM_8,KM_26,KM_19
349,CANIEVJJEIJTGQ-QZTJIDSGSA-N,COc1ccc(CNC(=O)CCC(=O)N2C[C@H]3C[C@H](C2)c4cccc(=O)n4C3)cc1OC,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_13,KM_19,KM_17,KM_19,KM_30,KM_34,KM_14,KM_54
350,AGEVFDPCVCSAAH-BUEREQSYSA-N,CC(C)[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)N[C@@H](C(=O)O)c5ccccc5,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Oligopeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_38
351,MJRBGADEELXFRE-SWZCORNBSA-N,CSCC[C@H](NC(=O)[C@@H]1CSC2N1C(=O)c3ccccc23)C(=O)N4CCC[C@H]4CO,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,,Lysine_alkaloids,Alkaloids,0,KM_0,KM_19,KM_9,KM_0,KM_0,KM_33,KM_5,KM_7,KM_76
352,SZASNXNYCSQCOM-XMHCIUCPSA-N,C[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)NC5CCCC5,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4
353,PXNSDLLOUZIXME-UHFFFAOYSA-N,CCc1cc(=O)oc2cc(C)cc(OC(C)C(=O)NC(Cc3c[nH]c4ccc(O)cc34)C(=O)O)c12,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Tryptamines_and_derivatives,N-acylserotonins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_31,KM_68
354,RCHIKMXYFFYNTC-QUCCMNQESA-N,CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)c12,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids;_Simple_coumarins,Lysine_alkaloids;_Nicotinic_acid_alkaloids;_Coumarins,Alkaloids;_Shikimates_and_Phenylpropanoids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
